Date,Model,Category,Manufacturer,Model,Year,RAID (hours),Registration number,Serial number,Seller,Location,Description,Price
2020-03-13,Dc-9-87,Private Jets,Mcdonnell douglas,Dc-9-87,1989,26383,N287KB,49768,Wolfe Aviation,"Stockton, CA USA","Engines: Manufacturer: Pratt & WhitneyModel number: JT8D-219Left:Serial number: 718213Total time since new: 27,465 HoursCycles since new: 10,842 CyclesCycle limits remaining: 3,588 (C7 disk)Corrosion inspection due (AD 2003-16-05): 01/06/2023Last corrosion inspection: 01/08/2014TBO interval: On conditionRight: Serial number: 718109Total time since new: 28,044 HoursCycles since new: 11,334 CyclesCycle limits remaining: 2,698 (LPT shaft)Corrosion inspection due (AD 2003-16-05): 12/15/2022Last corrosion inspection: 12/17/2013TBO interval: On condition",3000000.0
2020-03-12,Express xrs,Private Jets,Bombardier,Express xrs,2008,3237,,,Sales Dept.,"Europe, Monaco","AIRFRAME
 Airframe TT 3237
Cycles 1178 
 ENGINES
 Provided by Rolls-Royce BR700-A2-20
Serial Numbers 12613 & 12614 
 APU
 Provided by Honeywell RE220GX",
2020-03-12,6000,Private Jets,Bombardier,6000,2013,2485,N612FG,,Sean Thomson,"North America Canada, Canada","AIRFRAME
 Year: 2013
Total Time: 2485.4
Landings: 804
Maintenance Tracking Program: CAMP 
 ENGINES
 LEFT ENGINE:
Rolls Royce BR710A2-20
Serial Number: 22107
Hours: 2485.4
Cycles: 804
HSI and Overhaul: On Condition

RIGHT ENGINE:
Rolls Royce BR710A2-20
Serial Number: 22106
Hours: 2485.4
Cycles: 804
HSI and Overhaul On Condition

Engines enrolled on Rolls Royce Corporate Care 
 APU
 Allied Signal RE-220 (GX), S/N P-618,
1547 hours.
APU enrolled on MSP. 
 WEIGHT
 Gross Weight (Ramp): 99,750 lbs
Max Take-off Weight: 99,500 lbs
Max Landing Weight: 78,600 lbs
Max Zero Fuel Weight: 56,000 lbs
Empty Weight: 52,707 lbs",
2020-03-12,604,Private Jets,Bombardier,604,2004,5,,,Sales Team,"North America Canada, Mexico","AIRFRAME
 Total Time Since New	5,732 Hours (as of Feb 3rd 2020)
Total Landings Since New	3,359 Landings
Certification Date	26th Jan 2000
Home Base	Guadalajara, Mexico
Program Coverage 	Bombardier Smart Parts Plus
Maintenance Tracking	CAMP 
Certification	Part 91 
ENGINES
 	Left Engine	Right Engine	
Description	General Electric CF-34-3B
Serial Number(s)	872667	872668	
Total Hours Since New	5,732 Hours	5,732 Hours	
Total Cycles Since New	3,363 Cycles	3,363 Cycles	
Program Coverage	General Electric OnPoint
APU
 Description	Honeywell GTCP 36-150
Serial Number	P-643C
Total Hours Since New	4,744 Hours
Program Coverage	Honeywell MSP",
2020-03-12,G650er,Private Jets,Astra/gulfstream,G650er,2015,1862,,,Sean Sanders,"North America Canada, United States - NC","AIRFRAME
 Total Time 1862.9 Hours 907 Landings 
 ENGINES
 ROLLS-ROYCE DERBY PLC BR725A1-12
Engine 1: 1862.9 Hours 907 Cycles
Engine 2: 1862.9 Hours 907 Cycles 
 APU
 HONEYWELL RE220 1260.5 Hours",
2020-03-12,605,Private Jets,Bombardier,605,2012,3,N86NP,,Josh Mesinger,"North America Canada, United States - OH","AIRFRAME
 Plan:			Bombardier Smart Parts Plus & Collins CASP
TTSN:			3,454 hours 
TLSN:			2,331 landings 
Time/Landings as of 08 May 2020	
ENGINES
 Plan:			GE OnPoint
Make & Model:	GE CF34-3B
MX Program:		On Condition

#1 (Left)		#2 (Right)		
Serial Number:	950987		950988
TTSN:			3,424 hours		3,424 hours		
TCSN:			2,320 cycles		2,320 cycles		
Times/Cycles as of 08 May 2020
APU
 Plan:			Honeywell MSP
Make & Model:	Honeywell GTCP36-150[CL]
MX Program:		On Condition
Serial Number:	P-321
TTSN:			2,407 hours
Time as of 08 May 2020",
2020-03-12,Sovereign,Private Jets,Cessna citation,Sovereign,2009,2,N265SV,,Textron Aviation PreOwned,"North America Canada, United States - KS","AIRFRAME
 Total Time: 2,290 Hours / 2451 Landings 
 ENGINES
 Left Engine: 2,290 Hours / 2451 Cycles
Right Engine: 2,290 Hours / 2451 Cycles
Engine Program: PowerAdvantage 
 APU
 1363 Hours
APU Program: Auxadvantage",
2020-03-11,45xr,Private Jets,Bombardier,45xr,2008,4,N710R,,Global Jet Capital,"North America Canada, United States - PA","AIRFRAME
 Serial 45-0359 Year of Manufacture 2008
Registration N710R Year of Delivery 2008
Airframe Total Time 4,590 Total Landings 2,807
Current as of January 2020 Aircraft Base Latrobe, PA 
 ENGINES
 Model Honeywell TFE731-20BR-1B
Engine #1 Engine #2
Serial Number P-116949C P-116950C
Hours Since New 4,590 4,590
Cycles Since New 2,807 2,807
Maintenance Program Honeywell MSP Gold 
 APU
 Model Honeywell RE100
Serial Number P-393
Hours Since New 1,682
Cycles Since New 3,254
Maintenance Program Honeywell MSP Gold",
2020-03-11,Cj4,Private Jets,Cessna citation,Cj4,2012,1385,N921ND,,Tyler Webb,"North America Canada, United States - MI","AIRFRAME
 Total Hours: 1385 Hours							
Total Landings: 988 Landings


ENGINES
 Williams FJ44-4A Enrolled on TAP Blue

Engines	Left	Right
Serial Number	211225	211226
Engine Hours	1385 Hours	1385 Hours
Engine Cycles	988 Cycles	988 Cycles",
2020-03-11,Sii,Private Jets,Cessna citation,Sii,1985,5,N707OA,,Jerry Harvey,"North America Canada, United States","AIRFRAME
 TT: 5,507 
 ENGINES
 Bore Scope Completed Jan 2019 
P & W JT-15D-4B 
Engine 1
S/N 102140
TSO 2,181 hrs

Engine 2
S/N 102146 
TSO 2,181 hrs",
2020-03-11,Xls-plus,Private Jets,Cessna citation,Xls-plus,2017,605,N635XL,,Textron Aviation PreOwned,"North America Canada, United States - KS","AIRFRAME
 Total Time: 605.7 Hours / 534 Landings (as of 10/18/2019) 
 ENGINES
 Left Engine: 605.7 Hours / 534 Cycles
Right Engine: 605.7 Hours / 534 Cycles
Programs: Power Advantage 
 APU
 Programs: AuxAdvantage",
2020-03-11,Premier i,Private Jets,Beechcraft,Premier i,2005,4622,N84VA,RB-134,Shawn Holstein,"Springfield, OH USA","(as of 4/2/20):#1 - 4,443.0 Hours3,925 Cycles37.2 TSO#2 - 4,534.6 Hours3,990 Cycles37.2 TSOWilliams FJ44-2A EnginesEngines on TAP Advantage Blue5000 Hour TBO",1250000.0
2020-03-11,Premier i,Private Jets,Beechcraft,Premier i,2004,2088,N592HC,RB-92,Shawn Holstein,"Boise, ID USA","(as of 3/19/2020):#1 - 2,088.0 Hours1,763 Cycles#2 - 2,088.0 Hours1,743 CyclesWilliams FJ44-2A EnginesEngines on TAP Elite Advantage5000 Hour TBO",1060000.0
2020-03-10,6000,Private Jets,Bombardier,6000,2015,1,,,Sales Dept.,"Europe, Monaco","AIRFRAME
 1063 Hours
475 Cycles 
 ENGINES
 Provided by ROLLS-ROYCE DEUTSCHLAND BR700-
710A2-20
Serial Numbers 1#22537 2#22536 
 APU
 Provided by HONEYWELL RE-220GX
Enrolled on P-826",
2020-03-10,Phenom 100,Private Jets,Embraer,Phenom 100,2010,1,,,Sales Team,"Central America, Guatemala","AIRFRAME
 Total Time Since New	1,106 Hours (as of February 20th 2020)
Total Landings Since New	931 Landings 
Entry into Service Date	2010
Home Base	La Aurora International Airport, Guatemala Airport Code: MGGT 
Program Coverage 	EEC Enhanced
Maintenance Tracking	CAMP
Certification	Currently Operated RACS OPS 2 DGAC GUATEMALA
ENGINES
 	Left Engine	Right Engine
Description	Pratt & Whitney PW617F-E
Serial Number(s)	PCE-LC 0371	PCE-LC 0373
Total Hours Since New	1,106 Hours 	1,106 Hours
Total Cycles Since New	931 Cycles	931 Cycles 
Program Coverage	ESP Gold",
2020-03-10,Ha-420,Private Jets,Honda,Ha-420,2017,101,,,Jeremi Austin,"North America Canada, Canada","AIRFRAME
 Airframe Total Time 101.7
Cycles 62 
 ENGINES
 Model GE Honda Aero HF120
ENGINE 1 (L) ENGINE 2 (R)
Time Since New (HRS) 101.7 101.7
Cycles 62 62",
2020-03-10,Legacy 450,Private Jets,Embraer,Legacy 450,2019,21,,,Sales Team,"North America Canada, United States - IL","AIRFRAME
 Total Time Since New	21:4 Hours (as of April 21, 2020)
Total Landings Since New	9 Landings
Current Location	Cahokia, IL West Star Aviation
Maintenance Tracking	CAMP 
Certification	Currently Operated FAR Part 91



ENGINES
 	Left Engine	Right Engine	
Description	Honeywell HTF7500E
Serial Number(s)	P131397	P131398	
Total Hours Since New	21:4 Hours	21:4 Hours	
Total Cycles Since New	9 Cycles	9 Cycles	
HSI Due / Overhaul Due	On Condition
Program Coverage	Honeywell MSP
APU
 Description	Honeywell GTCP 36-150(EMB)	
Serial Number	P-274
APU Total Time Since New	27 Hours
HSI Due / Overhaul Due	On Condition
Program Coverage	Honeywell MSP







WEIGHT
 Gross Weight (Ramp)	35,891 lbs.
Max Takeoff Weight	35,578 lbs.
Max Landing Weight	32,518 lbs.
Max Zero Fuel Weight	25,904 lbs.
Maximum Usable Fuel	12,940 lbs.",
2020-03-09,605,Private Jets,Bombardier,605,2012,,,5891,Jetcraft Corporation,,"EFIS (Electronic Flight Instrument System): 4-Tube,Collins AFD-5220E
FMS (Flight Management System): Triple,Collins FMC-6200
GPS (Global Positioning System): Dual,Collins GPS-4000S
ADC (Air Data Computer): Dual,Collins ADC-850E
NAV (Navigation Radio): Dual,Collins NAV-4000
DME (Distance Measuring Equipment): Dual,Collins DME-4000
VHF COM (Very High Freq. Communication): Triple,Collins VHF-4000
HF COM (High Freq. Communications): Dual,Collins HF-9031A w/ SELCAL
RADAR: Single,RTA 854 Color Weather Radar
RAD ALT (Radio Altimeter): Dual,Collins ALT-4000 Radio Altimeter
XPNDR (Transponder): Dual,Collins TDR-94D w/ ADS-B Out v2
GPWS (Ground Proximity Warning System): Single,Honeywell Mark V EGPWS w/TAWS
TCAS (Traffic Collision Avoidance System): Single,Collins TTR-4000 TCAS II w/ Change 7.1
LDS (Lightning Detection System): Single,L3 WX-1000
CVR (Cockpit Voice Recorder): Single,L3 Comm. CVR
FDR (Flight Data Recorder): Single,L3 Comm. FDR
ELT (Emergency Location Transmitter): Single,Artex C-406-N
EICAS: Single,Collins RDC-4002",
2020-03-09,Falcon 900ex easy,Private Jets,Dassault,Falcon 900ex easy,2004,,,130,Jetcraft Corporation,,"EFIS (Electronic Flight Instrument System): 4,Honeywell EASy
ESIS (Electronic Standby Instrument System): Single,Honeywell EASy
FMS (Flight Management System): Triple,Honeywell Primus Epic
IRS (Inertial Reference System): Triple,Honeywell Laserref IV
GPS (Global Positioning System): Dual,Honeywell GPS-90X
ADC (Air Data Computer): Dual,Honeywell AZ-200
DME (Distance Measuring Equipment): Dual,Honeywell DM-855
HUD (Head Up Display): Single,Flight Dynamics HGS
SVS (Synthetic Vision System): Single,SmartView SVS
ADF (Automatic Direction Finder): Dual,Honeywell DF-855
VHF COM (Very High Freq. Communication): Triple,Honeywell w/ 8.33 Spacing
HF COM (High Freq. Communications): Dual,Collins HF9034A
SATCOM (Satellite Communications): Single,Honeywell MCS-7120
RADAR: Single,Honeywell WU-880
RADAR ALT (Radar Altimeter): Dual,Honeywell RT-300
XPNDR (Transponder): Dual,Honeywell XS-85 w/ Mode S
EGPWS (Enhanced Ground Proximity Warning System): Single,Honeywell Mark V
TCAS (Traffic Collision Avoidance System): Single,Honeywell TCAS II
ELT (Emergency Locator Transmitter): Single,Alta ADT 406Mhz
CVR (Cockpit Voice Recorder): Single,Honeywell
DFDR (Digital Flight Data Recorder): Single,Honeywell",
2020-03-09,Global 6000,Private Jets,Bombardier,Global 6000,2017,1690,,9762,Jetcraft Corporation,,"EFIS (Electronic Flight Instrument System): Dual,Integrated
FMS (Flight Management System): Triple,Integrated
GPS (Global Positioning System): Dual,Collins GPS-4000S w/WAAS
ADC (Air Data Computer): Triple,Collins ADC-3020
NAV (Navigation Radio): Dual,Collins NAV-4000
IRS (Inertial Reference System): Triple,Honeywell IR-600 (LASEREF VI)
DME (Distance Measuring Equipment): Dual,Collins DME-4000
EVS (Enhanced Vision System): Single,Bombardier
HGS (Head Up Guidance System): Single,Bombardier
SVS (Synthetic Vision System): Single,SVM-6110H
ADF (Automatic Direction Finder): Dual,Collins NAV-4000
FLT DIR (Flight Director): Dual,Integrated AFCS (Auto Flight Control System)
A/P (Autopilot): Dual,Integrated AFCS (Auto Flight Control System)
VHF COM (Very High Freq. Communication): Triple,Collins VHF-4000
HF COM (High Freq. Communications): Dual,Collins HF-9031A
SATCOM (Satellite Communications): Single,Collins SAT 2200
RADAR: Single,Collins RTA-4118
RAD ALT (Radio Altimeter): Dual,Collins ALT-4000
XPNDR (Transponder): Single,TDR-94D TSS-4100
TCAS (Traffic Collision Avoidance System): Single,TCAS II change 7.1
ELT (Emergency Locator Transmitter): Single,Artex 406
CVR (Cockpit Voice Recorder): Single,L3 FA21000
FDR (Flight Data Recorder): Single,L3 FA21000",
2020-03-09,G200,Private Jets,Astra/gulfstream,G200,2000,4627,N917DP,,OmniJet,"North America Canada, United States - AR","AIRFRAME
 Total Time: 4627 
Total Ldgs: 2200
Empty Wt: 12569 
Certified FAA Part 91
ADS-B out complete 
CMP maintenance
RNP-10 | MNPS 
LVTO (RVR 150m)
No Damage History 
 ENGINES
 ENGINES 
P&W PW306A
6000 TBO 
Enrolled ESP Gold
LH: PCECC0032 
4535 snew / 2124 cycles
RH: PCECC0031 
4496 snew / 2115 cycles
ESP Rate: $283 / eng / hr
APU
 APU: GTCP-36-150 2802 hrs / MSP
MSP Rate: $97 / Hr",
2020-03-09,Iisp,Private Jets,Cessna citation,Iisp,1980,4448,,,Bolling DeSouza,"North America Canada, United States - VA","AIRFRAME
 Total Time Airframe:		4448 hours 
Total Landings:			3524
ENGINES
 			TSNEW		TSOH		TBO		
Left			 4387		 955		3500
Right			 4397		 901		3500",
2020-03-09,Cj1,Private Jets,Cessna citation,Cj1,2004,2277,,,Bolling DeSouza,"North America Canada, United States - VA","AIRFRAME
 Total Time Airframe: 2277 hours
Total Landings: 1710 
 ENGINES
 Engines on TAP Elite: SNEW TBO
Left 2277 5000
Right 2277 5000",
2020-03-09,Dc-3,Private Jets,Mcdonnell douglas,Dc-3,1945,17896,N33611,,Bolling DeSouza,"North America Canada, United States - VA","AIRFRAME
 17,896 Total Time
17,708 Landings 
 ENGINES
 Pratt & Whitney R1830-94 rated to 1,350 hp ea.
Left Engine overhauled by Anderson Aero Engines in 2013 - 152 SMOH
Right Engine bearing replaced by Anderson Aero Engines in 2013 - 920 SMOH
Note: Both sides restored from engine mount forward in 2012-2013.
Restoration included all hoses and accessories being replaced with new / overhauled parts and accessories, fire sleeves.

Prop Specs
Hamilton Standard 23E50-505
LH: 26 SPOH. (AD 81-13-01 complied with July 2016. Due July 2021)
RH: 26 SPOH. (AD 81-13-01 complied with July 2016. Due July 2021)",
2020-03-08,Cj2,Private Jets,Cessna citation,Cj2,2004,4806,N460RV,,Aircraft Sales,"North America Canada, United States - TX","AIRFRAME
 2004 Airframe
4,806 Hours TTAF 
 ENGINES
 (2) Williams FJ44-2C
4,722 / 4,722 Hours Since New
Enrolled on TAP Advantage Blue",
2020-03-07,400xpr hawker/beechjet,Private Jets,Beechcraft,400xpr hawker/beechjet,2018,,N116AP,RK-192,Carolina Corporate Jets,USA,"WILLIAMS FJ44-4A-32, LH: 280.8 SNEW, RH:247 SNEW",
2020-03-07,900ex easy,Private Jets,Dassault,900ex easy,2004,8148,,,Sales Team,"Europe, Switzerland","AIRFRAME
 Total Time Since New	8,148 Hours (as of November 29, 2019)
Total Landings Since New	2,437 Landings
Entry into Service Date	16 April 2004
Home Base	Bern, Switzerland
Maintenance Tracking	CAMP
Certification	Currently Operated EU OPS1
ENGINES
 	Left Engine	Center Engine	Right Engine
Description	Honeywell TFE731-60-1C
Serial Number	P112509	P112511	P112510
Total Hours Since New	7,938 Hours	7,637 Hours	7,938 Hours
Total Cycles Since New	2,428 Cycles	2,347 Cycles	2,428 Cycles
HSI Due/Overhaul Due	On Condition
Program Coverage	MSP Gold
APU
 Description	Honeywell GTCP36-150(F)
Serial Number	P-453
Total Hours Since New	5,382
Program Coverage	MSP Gold",
2020-03-07,Xls-plus,Private Jets,Cessna citation,Xls-plus,2014,2,,,John D. Yates,"North America Canada, United States - AR","AIRFRAME
 Total Time - Airframe	2,158 hours
Total Landings - Airframe	1,456
ENGINES
 	LEFT ENGINE	RIGHT ENGINE	APU
Engine Manufacturer & Model	Pratt & Whitney PW545C	Pratt & Whitney PW545C	Allied Signal RE-100XL
Total Time - Since New	2,158 hours	2,158 hours	1,733 hours",
2020-03-07,605,Private Jets,Bombardier,605,2012,1664,,,Sales Team,"North America Canada, United States - CT","AIRFRAME
 Total Time Since New	1,664 Hours (As of April 10, 2020)
Total Landings Since New	945 Landings
Entry into Service Date	June 2012
Current Location	Windsor Locks, CT (BDL)
Program Coverage	Bombardier SmartParts
Maintenance Tracking	Flightdocs 
Certification	FAR Part 135

ENGINES
 	Left Engine	Right Engine
Description	General Electric CF34-3B
Serial Number(s)	801129	801121
Total Hours Since New	1,664 Hours	1,664 Hours
Total Cycles Since New	945 Cycles	945 Cycles
Program Coverage	General Electric OnPoint	
APU
 Description	Honeywell GTCP 36-150 (CL)
Serial Number	P-338
APU Total Time Since New	1,513 Hours
Program Coverage	Honeywell MSP",
2020-03-07,Ms 760 iib paris jet,Private Jets,Morane-saulnier,Ms 760 iib paris jet,1961,7116,,,Steve Assaly,NY USA,"SMOH: L: 4621 TT, R: 5151 TT",225000.0
2020-03-07,G550,Private Jets,Astra/gulfstream,G550,2004,7240,,5028,,"Atlanta, GA USA",NGINESRolls-Royce BR700-710C4-11JSSI 100%LE SN 151597240 Time Since New2897 Cycles Since NewRE SN 151587240 Time Since New2897 Cycles Since NewAPUHoneywell RE2204217 Hours Since NewSerial Number P-339,
2020-03-06,900ex,Private Jets,Dassault,900ex,2000,11836,,,Emmanuel Dupuy,"Africa, Congo","AIRFRAME
 11,836 Hours Since New 
 ENGINES
 Manufacturer: Honeywell	

ENGINE 1 
TYPE	TFE731-60-1C
SN	P112308
TSN	10940:15
CSN	6210
TSO	1651:43:00
CSO	967
Most limited part: 3790 cyc remaining compressor disc 2nd 

ENGINE 2
TYPE	TFE731-60-1C
SN	P112307
TSN	11172:50
CSN	6332
TSO	3325:22:00
CSO	2561
Most limited part: 3668 cyc remaining compressor disc 2nd

ENGINE 3
TYPE	TFE731-60-1C
SN	P112379
TSN	11041:50
CSN	6284
TSO	1412:38:00
CSO	837
Most limited part: 9163 cyc remaining compressor disc 1st

ENGINES ARE COVERED BY HONEYWELL MSP GOLD CONTRACT
APU
 Manufacturer: Honeywell
Type: GTCP36-150(F)
Serial number: P323
TSN: 9,094 Hours
Most limited part: 90,906 cycles - Compressor rotor
APU covered by Honeywell MSP Gold contract",
2020-03-06,Ivsp,Private Jets,Astra/gulfstream,Ivsp,2001,8,N950LG,,John Padrick,"North America Canada, United States - CA","AIRFRAME
 Total Hours: 	8,050 							
Total Cycles:	3,530
ENGINES
 Aircraft is enrolled in HAPP, CASP, MPP and Briteparts

ENGINES	Left	Right
Make	Rolls Royce	Rolls Royce
Model	TAY 611-8	TAY 611-8
Serial Number	18011	18012
Time Since New	7,803 Hours	7,860 Hours
Cycles Since New	3,408 Cycles	3,435 Cycles
Overhauled at:	7,393 Hours	7,451 Hours 

APU
 Honeywell GTCP 36-150(G) S/N P-531C 
6,912 Hours total time, Enrolled on Honeywell MSP Gold",
2020-03-06,Cj2,Private Jets,Cessna citation,Cj2,2005,6121,OMFTS,,Thomas Thums,"Europe, Austria","AIRFRAME
 Total Time: 6121:54
Landings: 4847 
 ENGINES
 Engines 1 / 2: 5819:24 / 5949:24
Cycles 1 / 2: 4674 / 4745",
2020-03-06,Jet,Private Jets,Cessna citation,Jet,1995,6760,DIZRH,,Thomas Thums,"Europe, Austria","AIRFRAME
 Total Time: 6760:25 hours
Landings: 6577
ENGINES
 Engines 1 / 2: 6739:05 / 6648:05
Cycles 1 / 2: 6568 / 6506",
2020-03-06,Envoy 3,Private Jets,Dornier,Envoy 3,1999,6,,,Joern Deistler,"Europe, Germany","AIRFRAME
 TTSN 6,512 / 5,030 Landings 
 ENGINES
 P&W 306B, Phase IV upgraded, on condition 
 APU
 Honeywell, TT 5,020 hours",
2020-03-05,Jet,Private Jets,Cessna citation,Jet,1994,7044,,,Rene Blum,"Europe, Austria","ENGINES
 ENGINE WILLIAMS FJ44-1A",
2020-03-05,6000,Private Jets,Bombardier,6000,2017,1,,,Sales Team,Europe,"AIRFRAME
 Total Time Since New	1,690 Hours (as of January 15, 2020) 
Total Landings Since New	598 Landings
Entry into Service Date	March 2017
Current Location	Europe
Maintenance Tracking	CAMP
Certification	EU OPS
ENGINES
 	Left Engine	Right Engine	
Description	Rolls-Royce BR700-710A2-20
Serial Numbers	22661	22660	
Total Hours Since New	1,690 Hours	1,690 Hours	
Total Cycles Since New	604 Cycles	604 Cycles	
HSI Due / Overhaul Due	On Condition
APU
 Description	Honeywell RE220 (GX)
Serial Number	P-890
APU Total Time Since New	1,546 Hours
HSI Due / Overhaul Due	On Condition",
2020-03-05,Citation v,Private Jets,Cessna,Citation v,1990,19016,XBIML,560-0084,Celia Perkins,Tampico MEX,ADF: Dual Honeywell ADF-850 Comm Radios:Dual Honeywell RCZ-850 DME: Dual Honeywell DME-850 FMS: Universal UNS-1Lw Radar Altimeter: Collins ALT-55 TCAS: Honeywell CAS-67A TCAS-II w/change 7 Weather Radar: Honeywell WI-650 (color)Autopilot: Honeywell SPZ-500CVR: Fairchild GA100EFIS: Honeywell EDZ-800 5-tubeNav Radios: Dual Honeywell RNZ-850TAWS: Landmark TAWS-8000 Class BTransponder: Dual Honeywell XS-850 Mode SADDITIONAL:ADS-B Out Artex C406-2 ELT Lead Acid Battery Terrain Awareness & Warning System Traffic Collision Avoidance SystemAngle of AttackCockpit Voice RecorderRVSMThrust Reversers,
2020-03-04,Phenom 100,Private Jets,Embraer,Phenom 100,2010,3290,CFLIX,,Curt Banglesdorf,"North America Canada, United States - TX","AIRFRAME
 Total Time: 3290 Hours
Total Landings: 3037
Enrolled on Embraer Executive Care
$574.55 Per Month and $259.31 Per Hour 
 ENGINES
 Left Engine: 3290 Hours / 3037 Cycles
Right Engine: 3214 Hours / 2976 Cycles
Enrolled on Pratt & Whitney ESP Gold
$164.45 Per Engine Per Hour",
2020-03-04,Xls-plus,Private Jets,Cessna citation,Xls-plus,2019,294,PHBBJ,,Textron Aviation PreOwned,"Europe, Germany","AIRFRAME
 Total Time: 294.6 Hours 198 Landings 
 ENGINES
 Left Engine: 294.6 Hours 198 Cycles
Right Engine: 294.6 Hours 198 Cycles 
 APU
 APU: 89.3 Hours 32 Cycles",
2020-03-03,40,Private Jets,Bombardier,40,2007,1805,,,Saul Arceo,"North America Canada, United States - TX","AIRFRAME
 1,805 Hours TTAF 
 ENGINES
 Honeywell TFE731-20AR-1B (2)
 TBO: 5,000 hours
 1,805 / 1,805 Hours Since New",
2020-03-02,750,Private Jets,Hawker,750,2008,4225,VTRSR,,Steve Rogers,"Asia, India","AIRFRAME
 Total Time: 4225 hours 
Landings: 3050 
 ENGINES
 Engines on MSP Gold
Left Right
Time Since New 4092 3818 
 APU
 Honeywell 36-150W on MSP Gold",
2020-03-02,900b,Private Jets,Dassault,900b,1997,7,,,Sales Team,"North America Canada, Mexico","AIRFRAME
 Total Time Since New	7,574.9 (as of January 26th 2020)
Total Landings Since New	4,479
Entry into Service Date	December 1997
Home Base	Toluca Edo de Mxico, (MMTO)
Program Coverage 	None
Maintenance Tracking	CAMP
Certification	Currently Operated- DGAC Mexico XA / Far 91 USA
ENGINES
 	Left Engine Center Engine Right Engine
Description	Honeywell TFE 731 5 BR 1C
Serial Number(s)	 P101317 P101316 P101318	
Total Hours Since New 	 7,294.7 6,973 7,341.6	
Total Cycles Since New	 4,259 4,133 4,355 	
Next Due MSP / CZI Hrs.	1,435 / 2,856 350 / 2,850 1,943 / 1,943
Program Coverage	MSP GOLD 
APU
 Description	Honeywell GTCP 36-150 F
Serial Number	P - 306
APU Total Time Since New	4,844
HSI Due/Overhaul Due	On Condition
Program Coverage	MSP GOLD",
2020-03-01,G280,Private Jets,Astra/gulfstream,G280,2014,,N855A,2044,Omni Aircraft Sales,USA,"Honeywell HTF7250G on MSP Gold @ $411.56/hr, Serial LH:P130205, RH:P130204",
2020-02-29,75,Private Jets,Bombardier,75,2017,835,,,Michel Griot,"North America Canada, United States - FL","AIRFRAME
 TOTAL TIME SINCE NEW 835.4
TOTAL LANDINGS SINCE NEW 430 
 ENGINES
 Left Engine Right Engine
DESCRIPTION Honeywell TFE731-40BR Honeywell TFE731-40BR
SERIAL NUMBER(S) P-137303 P-137304
TOTAL HOURS SINCE NEW 835.4 835.4
TOTAL CYCLES SINCE NEW 430 430
MPI/CZI DUE 3000/6000 3000/6000
PROGRAM COVERAGE Honeywell MSP Gold Honeywell MSP Gold 
 APU
 DESCRIPTION Honeywell / RE100 (LJ)
SERIAL NUMBER
TOTAL HOURS SINCE NEW 340.0
PROGRAM COVERAGE MSP Gold 
 WEIGHT
 GROSS WEIGHT (RAMP) 21,750 lbs.
MAX TAKEOFF WEIGHT 21,500 lbs.
MAX LANDING WEIGHT 19,200 lbs.
MAX ZERO FUEL WEIGHT (increased option) 16,500 lbs.
MAX FUEL WEIGHT 6,062 lbs.
BASIC OPERATING WEIGHT 13,890 lbs.",
2020-02-29,Harrier gr3,Private Jets,Hawker,Harrier gr3,,,,,Mark Clark,"Rockford, IL USA",http://courtesyaircraft.com/aircraft/3-harrier-aircraft-package/EXCLUSIVELY OFFERED BY COURTESY AIRCRAFT: 3 HARRIER AIRCRAFT PACKAGE INCLUDING THE WORLD'S ONLY CIVILIAN OWNED AND CERTIFIED SEA HARRIER!Hawker Siddeley GR-3 Harrier. Included with this outstanding package (See Listings# 2378847 & 2378849) is a third Harrier. This GR-3 Harrier is a very complete aircraft It is an excellent source for spare parts or to use for static display.,
2020-02-29,Tmk-8,Private Jets,British aerospace,Tmk-8,,2534,,,Mark Clark,"Rockford, IL USA",ENGINE: Rolls Royce Pegasus MK 103 566 Hours Since Overhaul,
2020-02-28,Excel,Private Jets,Cessna citation,Excel,2002,4850,N600PY,,Enrique Ponce,"North America Canada, United States - FL","AIRFRAME
 Total Time Since New 4850 hrs
Total Landings Since New 4675 hrs 
 ENGINES
 (Pratt & Whitney PW545A) #1 #2
Total Time Since New 4850 hrs 4675 hrs
Total Cycles Since New 4850 hrs 4675 hrs
Engines & APU enrolled on JSSI Premium Plus Pro Rata 13%
PROPARTS
ADS-B Out/WAAS KGS-200 by Cessna San Antonio
No Damage History, Always Hangared 
 APU
 (Honeywell RE100)
Total Time Since New 2850 hrs
Total Landings Since New 5000 hrs",
2020-02-28,Phenom 300,Private Jets,Embraer,Phenom 300,2015,1,N419PJ,,Sales Team,"North America Canada, United States - IL","AIRFRAME
 1,495 Hours Total Time Since New 
 ENGINES
 1,495/ 1,495 Hours Total Time Since New - On ESP Gold",
